Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Ankara, Türkiye",12/05/2022 10:00:00,5.1,5.1,5.1,,,0,,,4.6,78,,17,41,80.26,Partially cloudy
"Ankara, Türkiye",12/05/2022 11:00:00,8.2,8.2,8.2,7,,0,,,7.5,50,,17.5,42,69.81,Partially cloudy
"Ankara, Türkiye",12/05/2022 12:00:00,10.8,10.8,10.8,,,0,,,8,25,14.8,17.5,42,60.52,Partially cloudy
"Ankara, Türkiye",12/05/2022 13:00:00,11,11,11,,,0,,,4,360,,17.5,41,57.19,Partially cloudy
"Ankara, Türkiye",12/05/2022 14:00:00,11.3,11.3,11.3,,,0,,,5.5,71,,17.5,42.2,53.84,Partially cloudy
"Ankara, Türkiye",12/05/2022 15:00:00,10.6,10.6,10.6,,,0,,,7.5,68,14.8,17.5,44.9,53.64,Partially cloudy
"Ankara, Türkiye",12/05/2022 16:00:00,10.8,10.8,10.8,,,0,,,6.4,126,,17.5,57.5,52.2,Partially cloudy
"Ankara, Türkiye",12/05/2022 17:00:00,10.4,10.4,10.4,,,0,,,4.2,62,,17.5,42.5,54.08,Partially cloudy
"Ankara, Türkiye",12/05/2022 18:00:00,8.9,8.9,8.9,,,0,,,4.1,62,14.8,17.5,32.7,59.22,Partially cloudy
"Ankara, Türkiye",12/05/2022 19:00:00,7.5,7.5,7.5,6.9,,0,,,5,59,,17.5,31.4,63.58,Partially cloudy
"Ankara, Türkiye",12/05/2022 20:00:00,6.8,6.8,6.8,5.4,,0,,,7.6,37,,17.5,31.4,65.75,Partially cloudy
"Ankara, Türkiye",12/05/2022 21:00:00,6.2,6.2,6.2,4.3,,0,,,8.9,32,14.8,17.5,31.3,68.67,Partially cloudy
"Ankara, Türkiye",12/05/2022 22:00:00,5.4,5.4,5.4,4,,0,,,6.4,37,,17.5,45.1,71.66,Partially cloudy
"Ankara, Türkiye",12/05/2022 23:00:00,4.5,4.5,4.5,3.4,,0,,,5.4,42,,17.5,45.1,75.56,Partially cloudy
"Ankara, Türkiye",12/06/2022 00:00:00,3.7,3.7,3.7,,,0,,,1.4,106,11.2,17.5,50,76.88,Partially cloudy
"Ankara, Türkiye",12/06/2022 01:00:00,-0.2,-0.2,-0.2,,,0,,,4.3,223,,10,25,91.28,Clear
"Ankara, Türkiye",12/06/2022 02:00:00,1.8,1.8,1.8,,,0,,,2.4,15,,17.5,50,83.93,Partially cloudy
"Ankara, Türkiye",12/06/2022 03:00:00,1.4,1.4,1.4,,,0,,,1.4,39,11.2,17.5,50,87,Partially cloudy
"Ankara, Türkiye",12/06/2022 04:00:00,0.9,0.9,0.9,,,0,,,4.4,53,,17.5,50,89.02,Partially cloudy
"Ankara, Türkiye",12/06/2022 05:00:00,1.2,1.2,1.2,,,0,,,1.5,39,,17.5,50,88.6,Partially cloudy
"Ankara, Türkiye",12/06/2022 06:00:00,0.3,0.3,0.3,,,0,,,2.8,53,9.4,17.5,45.1,89.87,Partially cloudy
"Ankara, Türkiye",12/06/2022 07:00:00,0.2,0.2,0.2,,,0,,,0.7,,,17.5,50,90.46,Partially cloudy
"Ankara, Türkiye",12/06/2022 08:00:00,-0.5,-0.5,-0.5,-2.6,,0,,,6,59,,16.7,42,92.8,Partially cloudy
"Ankara, Türkiye",12/06/2022 09:00:00,0.8,0.8,0.8,,,0,,,4.4,39,11.2,7.2,59.8,90.22,Partially cloudy
"Ankara, Türkiye",12/06/2022 10:00:00,4.1,4.1,4.1,3,,0,,,5,65,,5.9,74.9,76.13,Partially cloudy
"Ankara, Türkiye",12/06/2022 11:00:00,6.7,6.7,6.7,5.5,,0,,,6.5,39,,6.9,59.8,67.39,Partially cloudy
"Ankara, Türkiye",12/06/2022 12:00:00,8.1,8.1,8.1,7.6,,0,,,5.1,41,11.2,7,62.8,58.29,Partially cloudy
"Ankara, Türkiye",12/06/2022 13:00:00,9.2,9.2,9.2,,,0,,,1.7,127,,7,59.9,51.74,Partially cloudy
"Ankara, Türkiye",12/06/2022 14:00:00,9.2,9.2,9.2,,,0,,,2.8,36,,17.5,75,50.32,Partially cloudy
"Ankara, Türkiye",12/06/2022 15:00:00,9.6,9.6,9.6,9.3,,0,,,5.1,30,11.2,17.5,57.5,49.31,Partially cloudy
"Ankara, Türkiye",12/06/2022 16:00:00,9.5,9.5,9.5,,,0,,,3.1,24,,17.5,42.5,48.31,Partially cloudy
"Ankara, Türkiye",12/06/2022 17:00:00,8.9,8.9,8.9,,,0,,,2.7,37,,17.5,34.9,50.94,Partially cloudy
"Ankara, Türkiye",12/06/2022 18:00:00,7.1,7.1,7.1,,,0,,,2.1,85,9.4,13.8,31.4,56.92,Partially cloudy
"Ankara, Türkiye",12/06/2022 19:00:00,5.8,5.8,5.8,,,0,,,0.8,48,,17.5,31.1,62.41,Partially cloudy
"Ankara, Türkiye",12/06/2022 20:00:00,5.4,5.4,5.4,,,0,,,0.7,25,,13.8,50,63.27,Partially cloudy
"Ankara, Türkiye",12/06/2022 21:00:00,4.2,4.2,4.2,,,0,,,1.8,29,9.4,13.8,,68.84,Clear
"Ankara, Türkiye",12/06/2022 22:00:00,2.6,2.6,2.6,,,0,,,2.9,51,,13.8,,71.85,Clear
"Ankara, Türkiye",12/06/2022 23:00:00,2,2,2,,,0,,,2.8,49,,13.8,,75.64,Clear
"Ankara, Türkiye",12/07/2022 00:00:00,1.3,1.3,1.3,,,0,,,1.6,50,9.4,13.8,,77.35,Clear
"Ankara, Türkiye",12/07/2022 01:00:00,-2.8,-2.8,-2.8,,,0,,,2.2,37,,10,,84.49,Clear
"Ankara, Türkiye",12/07/2022 02:00:00,0,0,0,-2,,0,,,6.1,35,,13.8,,80.01,Clear
"Ankara, Türkiye",12/07/2022 03:00:00,-0.4,-0.4,-0.4,-2.4,,0,,,6,41,13,13.8,,81.99,Clear
"Ankara, Türkiye",12/07/2022 04:00:00,-0.7,-0.7,-0.7,,,0,,,4.5,8,,11.5,50,83.24,Partially cloudy
"Ankara, Türkiye",12/07/2022 05:00:00,-0.2,-0.2,-0.2,,,0,,,3.2,32,,10,58,83.31,Partially cloudy
"Ankara, Türkiye",12/07/2022 06:00:00,-0.1,-0.1,-0.1,,,0,,,4.1,49,11.2,13.8,50.5,82.95,Partially cloudy
"Ankara, Türkiye",12/07/2022 07:00:00,-0.7,-0.7,-0.7,,,0,,,4.3,49,,13.6,49.6,83.51,Partially cloudy
"Ankara, Türkiye",12/07/2022 08:00:00,-0.6,-0.6,-0.6,,,0,,,4.3,45,,8.4,52.9,84.07,Partially cloudy
"Ankara, Türkiye",12/07/2022 09:00:00,0.2,0.2,0.2,-2.3,,0,,,7.5,54,14.8,7,67.4,82.64,Partially cloudy
"Ankara, Türkiye",12/07/2022 10:00:00,1.9,1.9,1.9,,,0,,,3.2,85,,6.9,82.3,75.64,Overcast
"Ankara, Türkiye",12/07/2022 11:00:00,4.3,4.3,4.3,2.6,,0,,,7,52,,7,84.7,67.67,Overcast
"Ankara, Türkiye",12/07/2022 12:00:00,6.3,6.3,6.3,,,0,,,4.4,70,14.8,7,73.2,61.73,Partially cloudy
"Ankara, Türkiye",12/07/2022 13:00:00,8.4,8.4,8.4,7.8,,0,,,5.5,64,,8.5,74,55.06,Partially cloudy
"Ankara, Türkiye",12/07/2022 14:00:00,9.5,9.5,9.5,,,0,,,4.4,54,,10,50,52.91,Partially cloudy
"Ankara, Türkiye",12/07/2022 15:00:00,10.8,10.8,10.8,,,0,,,2.2,39,14.8,10,58,51.56,Partially cloudy
"Ankara, Türkiye",12/07/2022 16:00:00,11,11,11,,,0,,,0.9,110,,10,58,52.18,Partially cloudy
"Ankara, Türkiye",12/07/2022 17:00:00,10.6,10.6,10.6,,,0,,,2.7,14,,10,58,54.28,Partially cloudy
"Ankara, Türkiye",12/07/2022 18:00:00,8.5,8.5,8.5,,,0,,,1.8,35,5.4,10,77.9,61.62,Overcast
"Ankara, Türkiye",12/07/2022 19:00:00,7.2,7.2,7.2,,,0,,,0.3,349,,10,59.3,64.82,Partially cloudy
"Ankara, Türkiye",12/07/2022 20:00:00,6,6,6,,,0,,,1.6,30,,10,50.7,68.95,Partially cloudy
"Ankara, Türkiye",12/07/2022 21:00:00,5,5,5,,,0,,,3.1,42,5.4,10,60,72.38,Partially cloudy
"Ankara, Türkiye",12/07/2022 22:00:00,4,4,4,,,0,,,3.1,46,,10,60,75.17,Partially cloudy
"Ankara, Türkiye",12/07/2022 23:00:00,3.3,3.3,3.3,,,0,,,4.4,39,,10,,77.78,Clear
"Ankara, Türkiye",12/08/2022 00:00:00,3,3,3,,,0,,,4.6,38,11.2,10,,79.37,Clear
"Ankara, Türkiye",12/08/2022 01:00:00,-1.4,-1.4,-1.4,,,0,,,0.7,356,,10,,88.69,Clear
"Ankara, Türkiye",12/08/2022 02:00:00,2.2,2.2,2.2,,,0,,,4.3,40,,10,,81.34,Clear
"Ankara, Türkiye",12/08/2022 03:00:00,1.6,1.6,1.6,,,0,,,4.1,39,13,10,,81.71,Clear
"Ankara, Türkiye",12/08/2022 04:00:00,0.8,0.8,0.8,,,0,,,3.1,38,,9.9,0,83.69,Clear
"Ankara, Türkiye",12/08/2022 05:00:00,0.6,0.6,0.6,,,0,,,4.2,47,,9.8,0,86.58,Clear
"Ankara, Türkiye",12/08/2022 06:00:00,0.3,0.3,0.3,,,0,,,2.8,38,11.2,9.7,0,86.55,Clear
"Ankara, Türkiye",12/08/2022 07:00:00,0.8,0.8,0.8,,,0,,,3.4,53,,9.7,0,85.78,Clear
"Ankara, Türkiye",12/08/2022 08:00:00,0.2,0.2,0.2,,,0,,,2.3,15,,7.3,39.2,86.75,Partially cloudy
"Ankara, Türkiye",12/08/2022 09:00:00,1,1,1,,,0,,,3,10,11.2,6.5,53.5,85.8,Partially cloudy
"Ankara, Türkiye",12/08/2022 10:00:00,2.2,2.2,2.2,,,0,,,2,29,,6.3,26.7,85.54,Partially cloudy
"Ankara, Türkiye",12/08/2022 11:00:00,5.5,5.5,5.5,,,0,,,3.3,50,,7.4,0,70.68,Clear
"Ankara, Türkiye",12/08/2022 12:00:00,8.5,8.5,8.5,,,0,,,0.7,130,7.6,7.6,29.4,63.34,Partially cloudy
"Ankara, Türkiye",12/08/2022 13:00:00,10.2,10.2,10.2,,,0,,,2.4,200,,7.8,40.8,60.11,Partially cloudy
"Ankara, Türkiye",12/08/2022 14:00:00,11.1,11.1,11.1,,,0,,,4.6,221,,17.4,40.8,57.76,Partially cloudy
"Ankara, Türkiye",12/08/2022 15:00:00,11.5,11.5,11.5,,,0,,,6.4,256,11.2,17.4,40.8,55.2,Partially cloudy
"Ankara, Türkiye",12/08/2022 16:00:00,11.1,11.1,11.1,,,0,,,7.3,239,,17.5,40.8,57.49,Partially cloudy
"Ankara, Türkiye",12/08/2022 17:00:00,10.9,10.9,10.9,,,0,,,3.7,238,,17.5,54.2,57.29,Partially cloudy
"Ankara, Türkiye",12/08/2022 18:00:00,9.1,9.1,9.1,,,0,,,0.4,261,13,17.5,30,63.19,Partially cloudy
"Ankara, Türkiye",12/08/2022 19:00:00,7.3,7.3,7.3,,,0,,,0.1,360,,17.5,30,69.89,Partially cloudy
"Ankara, Türkiye",12/08/2022 20:00:00,5.8,5.8,5.8,,,0,,,0.4,356,,17.5,,76.82,Clear
"Ankara, Türkiye",12/08/2022 21:00:00,4.8,4.8,4.8,,,0,,,2,37,13,17.5,,78.73,Clear
"Ankara, Türkiye",12/08/2022 22:00:00,3.8,3.8,3.8,,,0,,,1.5,19,,17.5,,80.56,Clear
"Ankara, Türkiye",12/08/2022 23:00:00,3.3,3.3,3.3,,,0,,,3.1,38,,17.5,,83.37,Clear
"Ankara, Türkiye",12/09/2022 00:00:00,2.6,2.6,2.6,,,0,,,4.3,29,9.4,8.5,,82.29,Clear
"Ankara, Türkiye",12/09/2022 01:00:00,-1.8,-1.8,-1.8,,,0,,,1.1,19,,8.8,,88.66,Clear
"Ankara, Türkiye",12/09/2022 02:00:00,1.8,1.8,1.8,,,0,,,4.5,37,,8.2,0,85.67,Clear
"Ankara, Türkiye",12/09/2022 03:00:00,1.2,1.2,1.2,-0.6,,0,,,6,26,11.2,8.2,0,87.6,Clear
"Ankara, Türkiye",12/09/2022 04:00:00,1.2,1.2,1.2,,,0,,,2.8,33,,7.5,27.3,88.43,Partially cloudy
"Ankara, Türkiye",12/09/2022 05:00:00,0.8,0.8,0.8,,,0,,,3.3,36,,7.5,27.3,87.56,Partially cloudy
"Ankara, Türkiye",12/09/2022 06:00:00,1.2,1.2,1.2,,,0,,,3.2,31,11.2,8.3,28.8,87.33,Partially cloudy
"Ankara, Türkiye",12/09/2022 07:00:00,1,1,1,-0.6,,0,,,5.3,48,,8.2,28.2,88.18,Partially cloudy
"Ankara, Türkiye",12/09/2022 08:00:00,1.8,1.8,1.8,,,0,,,3.1,35,,7.5,29.9,87.18,Partially cloudy
"Ankara, Türkiye",12/09/2022 09:00:00,2.5,2.5,2.5,,,0,,,2.4,43,11.2,7.7,44.8,84.9,Partially cloudy
"Ankara, Türkiye",12/09/2022 10:00:00,4.5,4.5,4.5,,,0,,,2.2,64,,6.9,82.4,80.46,Overcast
"Ankara, Türkiye",12/09/2022 11:00:00,6.3,6.3,6.3,,,0,,,2.1,30,,8,81.9,72.54,Overcast
"Ankara, Türkiye",12/09/2022 12:00:00,8.9,8.9,8.9,,,0,,,1.8,40,7.6,8.1,82.4,65.48,Overcast
"Ankara, Türkiye",12/09/2022 13:00:00,10.6,10.6,10.6,,,0,,,2,130,,8.5,82.4,66.65,Overcast
"Ankara, Türkiye",12/09/2022 14:00:00,11.5,11.5,11.5,,,0,,,1,318,,10,66.8,56.63,Partially cloudy
"Ankara, Türkiye",12/09/2022 15:00:00,12.2,12.2,12.2,,,0,,,2.9,236,9.4,10,81.9,56.29,Overcast
"Ankara, Türkiye",12/09/2022 16:00:00,11.7,11.7,11.7,,,0,,,5.8,243,,17.5,81.9,59.27,Overcast
"Ankara, Türkiye",12/09/2022 17:00:00,11.4,11.4,11.4,,,0,,,2.4,218,,10,80.2,60.86,Overcast
"Ankara, Türkiye",12/09/2022 18:00:00,10,10,10,,,0,,,1.4,159,11.2,10,80.2,66.37,Overcast
"Ankara, Türkiye",12/09/2022 19:00:00,8.9,8.9,8.9,,,0,,,1.1,89,,17.5,47.2,72.84,Partially cloudy
"Ankara, Türkiye",12/09/2022 20:00:00,8.5,8.5,8.5,,,0,,,2.2,38,,17.5,50,74.02,Partially cloudy
"Ankara, Türkiye",12/09/2022 21:00:00,7.9,7.9,7.9,,,0,,,0.3,,11.2,17.5,50,76.24,Partially cloudy
"Ankara, Türkiye",12/09/2022 22:00:00,7.1,7.1,7.1,,,0,,,1.6,29,,17.5,50,78.49,Partially cloudy
"Ankara, Türkiye",12/09/2022 23:00:00,7.1,7.1,7.1,6.5,,0,,,4.9,50,,13.8,50,78.47,Partially cloudy
"Ankara, Türkiye",12/10/2022 00:00:00,6.3,6.3,6.3,,,0,,,4.7,38,9.4,10,50,79.19,Partially cloudy
"Ankara, Türkiye",12/10/2022 01:00:00,2.4,2.4,2.4,,,0,,,3.2,300,,10,50,85.1,Partially cloudy
"Ankara, Türkiye",12/10/2022 02:00:00,4.9,4.9,4.9,,,0,,,1.8,47,,17.5,50,83.81,Partially cloudy
"Ankara, Türkiye",12/10/2022 03:00:00,4,4,4,,,0,,,1.8,19,9.4,16.8,0,87.3,Clear
"Ankara, Türkiye",12/10/2022 04:00:00,3.6,3.6,3.6,,,0,,,1.9,34,,16.1,72.2,89.61,Partially cloudy
"Ankara, Türkiye",12/10/2022 05:00:00,3.1,3.1,3.1,,,0,,,2.9,33,,16,52.8,90.45,Partially cloudy
"Ankara, Türkiye",12/10/2022 06:00:00,3.1,3.1,3.1,,,0,,,3.1,39,7.6,15.9,52.8,90.05,Partially cloudy
"Ankara, Türkiye",12/10/2022 07:00:00,3.1,3.1,3.1,1.4,,0,,,6.3,52,,16.2,52.8,90.94,Partially cloudy
"Ankara, Türkiye",12/10/2022 08:00:00,3.2,3.2,3.2,,,0,,,2.9,35,,12.3,56.3,90.55,Partially cloudy
"Ankara, Türkiye",12/10/2022 09:00:00,3.3,3.3,3.3,1.9,,0,,,6,39,13,6.9,76.5,92.03,Overcast
"Ankara, Türkiye",12/10/2022 10:00:00,5.1,5.1,5.1,,,0,,,4.3,29,,7,81.7,88.78,Overcast
"Ankara, Türkiye",12/10/2022 11:00:00,6.1,6.1,6.1,4.9,,0,,,6.3,44,,6.2,90.9,85.31,Overcast
"Ankara, Türkiye",12/10/2022 12:00:00,8.2,8.2,8.2,,,0,,,4.5,50,11.2,6.6,92.1,78.25,Overcast
"Ankara, Türkiye",12/10/2022 13:00:00,10.5,10.5,10.5,,,0,,,3,39,,7.6,97.5,68.47,Overcast
"Ankara, Türkiye",12/10/2022 14:00:00,12.1,12.1,12.1,,,0,,,3.1,50,,9.5,97.5,60.21,Overcast
"Ankara, Türkiye",12/10/2022 15:00:00,12.4,12.4,12.4,,,0,,,2.7,35,11.2,9.7,90,59.47,Overcast
"Ankara, Türkiye",12/10/2022 16:00:00,12.4,12.4,12.4,,,0,,,1.7,30,,10,90,59.41,Overcast
"Ankara, Türkiye",12/10/2022 17:00:00,12.1,12.1,12.1,,,0,,,2.4,23,,10,90,61.4,Overcast
"Ankara, Türkiye",12/10/2022 18:00:00,10.1,10.1,10.1,,,0,,,2.9,360,7.6,9.6,90,68.51,Overcast
"Ankara, Türkiye",12/10/2022 19:00:00,9.4,9.4,9.4,,,0,,,2,20,,9.5,90,72.44,Overcast
"Ankara, Türkiye",12/10/2022 20:00:00,9.2,9.2,9.2,,,0,,,2.1,21,,9.6,90,73.49,Overcast
"Ankara, Türkiye",12/10/2022 21:00:00,9.3,9.3,9.3,,,0,,,2.5,41,7.6,13.8,90,70.57,Overcast
"Ankara, Türkiye",12/10/2022 22:00:00,9,9,9,,,0,,,4.4,34,,13.8,90,71.4,Overcast
"Ankara, Türkiye",12/10/2022 23:00:00,8.8,8.8,8.8,,,0,,,4.5,30,,13.8,90,71.36,Overcast
"Ankara, Türkiye",12/11/2022 00:00:00,8.5,8.5,8.5,,,0,,,3.3,21,9.4,13.8,90,71.96,Overcast
"Ankara, Türkiye",12/11/2022 01:00:00,6,6,6,,,0,,,3.4,94,,10,88,85.48,Overcast
"Ankara, Türkiye",12/11/2022 02:00:00,7.5,7.5,7.5,,,0,,,2.1,35,,9.8,90,85.89,Overcast
"Ankara, Türkiye",12/11/2022 03:00:00,7.2,7.2,7.2,,,0.45,,,2.6,30,9.4,9.7,90,89.19,"Rain, Overcast"
"Ankara, Türkiye",12/11/2022 04:00:00,7.3,7.3,7.3,,,0,,,3.3,30,,9.2,90,92.39,Overcast
"Ankara, Türkiye",12/11/2022 05:00:00,7.2,7.2,7.2,,,0,,,3.1,30,,9.1,90.1,93.84,Overcast
"Ankara, Türkiye",12/11/2022 06:00:00,6.8,6.8,6.8,,,0,,,4.1,46,11.2,9.1,97.6,94.8,Overcast
"Ankara, Türkiye",12/11/2022 07:00:00,6.8,6.8,6.8,6.1,,0,,,5.1,41,,9.1,97.6,96.16,Overcast
"Ankara, Türkiye",12/11/2022 08:00:00,6.9,6.9,6.9,6.2,,0,,,5.3,39,,8.7,97.6,96.57,Overcast
"Ankara, Türkiye",12/11/2022 09:00:00,7,7,7,,,0.05,,,2.9,19,11.2,8.4,97.6,97.45,"Rain, Overcast"
"Ankara, Türkiye",12/11/2022 10:00:00,7.8,7.8,7.8,,,0,,,4.5,39,,8.8,97.6,97.19,Overcast
"Ankara, Türkiye",12/11/2022 11:00:00,8.5,8.5,8.5,,,0,,,4.5,23,,8.9,97.6,96.61,Overcast
"Ankara, Türkiye",12/11/2022 12:00:00,9.2,9.2,9.2,,,0,,,4.3,39,11.2,9,97.6,96.27,Overcast
"Ankara, Türkiye",12/11/2022 13:00:00,9.8,9.8,9.8,,,0,,,3.8,47,,9.2,97.5,96.38,Overcast
"Ankara, Türkiye",12/11/2022 14:00:00,10.6,10.6,10.6,,,0,,,3.9,28,,9.7,97.5,93.21,Overcast
"Ankara, Türkiye",12/11/2022 15:00:00,10.6,10.6,10.6,,,0.25,,,6.5,10,13,10,97.5,90.35,"Rain, Overcast"
"Ankara, Türkiye",12/11/2022 16:00:00,11.1,11.1,11.1,,,0,,,7.3,32,,10,97.5,86.16,Overcast
"Ankara, Türkiye",12/11/2022 17:00:00,10.9,10.9,10.9,,,0,,,8.9,16,,9.9,97.5,85.66,Overcast
"Ankara, Türkiye",12/11/2022 18:00:00,10.7,10.7,10.7,,,0,,,5.9,29,14.8,10,90,84.66,Overcast
"Ankara, Türkiye",12/11/2022 19:00:00,10.6,10.6,10.6,,,0,,,5.9,37,,9.9,90,87.16,Overcast
"Ankara, Türkiye",12/11/2022 20:00:00,10.2,10.2,10.2,,,0,,,8.2,42,,10,90,86.68,Overcast
"Ankara, Türkiye",12/11/2022 21:00:00,10.6,10.6,10.6,,,0,,,3.6,36,14.8,9.8,90,88.42,Overcast
"Ankara, Türkiye",12/11/2022 22:00:00,11.5,11.5,11.5,,,0,,,4.8,97,,9.8,90,83.69,Overcast
"Ankara, Türkiye",12/11/2022 23:00:00,11.1,11.1,11.1,,,0,,,4.6,155,,9.8,90,88.77,Overcast
"Ankara, Türkiye",12/12/2022 00:00:00,11.4,11.4,11.4,,,0,,,5,183,18.4,10,90,85.74,Overcast
"Ankara, Türkiye",12/12/2022 01:00:00,11.6,11.6,11.6,,,0,,,8.4,178,,10,90,82.62,Overcast
"Ankara, Türkiye",12/12/2022 02:00:00,10.7,10.7,10.7,,,0,,,10,187,,8.5,97.5,87.61,Overcast
"Ankara, Türkiye",12/12/2022 03:00:00,10.6,10.6,10.6,,,0.9,,,2.8,226,20.5,8.5,97.5,87.34,"Rain, Overcast"
"Ankara, Türkiye",12/12/2022 04:00:00,10.4,10.4,10.4,,,0,,,4,214,,8.5,97.5,85.88,Overcast
"Ankara, Türkiye",12/12/2022 05:00:00,10.1,10.1,10.1,,,0,,,4.4,266,,10,97.5,83.13,Overcast
"Ankara, Türkiye",12/12/2022 06:00:00,10,10,10,,,0,,,5,220,16.6,10,97.5,81.62,Overcast
"Ankara, Türkiye",12/12/2022 07:00:00,9.9,9.9,9.9,9.5,,0,,,5.6,226,,10,97.5,81.44,Overcast
"Ankara, Türkiye",12/12/2022 08:00:00,9.8,9.8,9.8,,,0,,,4.4,126,,7.7,97.5,81.67,Overcast
"Ankara, Türkiye",12/12/2022 09:00:00,10.1,10.1,10.1,,,0.14,,,1.7,197,16.6,7.6,97.5,78.91,"Rain, Overcast"
"Ankara, Türkiye",12/12/2022 10:00:00,10.7,10.7,10.7,,,0,,,3.5,206,,17.5,90,76.01,Overcast
"Ankara, Türkiye",12/12/2022 11:00:00,11,11,11,,,0,,,3.6,215,,17.5,90,74.73,Overcast
"Ankara, Türkiye",12/12/2022 12:00:00,11.8,11.8,11.8,,,0,,,5.1,197,14.8,17.5,90,72.53,Overcast
"Ankara, Türkiye",12/12/2022 13:00:00,12.3,12.3,12.3,,,0,,,7.6,205,,17.5,67.4,70.52,Partially cloudy
"Ankara, Türkiye",12/12/2022 14:00:00,13.7,13.7,13.7,,,0,,,11.3,221,,17.5,67.4,61.65,Partially cloudy
"Ankara, Türkiye",12/12/2022 15:00:00,13.4,13.4,13.4,,,0,,,9.6,202,20.5,17.5,82.4,62.83,Overcast
"Ankara, Türkiye",12/12/2022 16:00:00,13.8,13.8,13.8,,,0,,,9.6,198,,17.5,82.4,62.14,Overcast
"Ankara, Türkiye",12/12/2022 17:00:00,11.6,11.6,11.6,,,0,,,12,181,,10,90,78.46,Overcast
"Ankara, Türkiye",12/12/2022 18:00:00,11.2,11.2,11.2,,,0,,,6.3,180,27.7,17.5,90,82.03,Overcast
"Ankara, Türkiye",12/12/2022 19:00:00,10.9,10.9,10.9,,,0,,,4.4,233,,17.5,74.8,81.54,Partially cloudy
"Ankara, Türkiye",12/12/2022 20:00:00,10.6,10.6,10.6,,,0,,,2.5,224,,17.5,74.8,81.89,Partially cloudy
"Ankara, Türkiye",12/12/2022 21:00:00,10.5,10.5,10.5,,,0.95,,,1.3,189,27.7,17.5,74.8,82.64,"Rain, Partially cloudy"
"Ankara, Türkiye",12/12/2022 22:00:00,10.3,10.3,10.3,,,0,,,1,12,,17.5,65,82.62,Partially cloudy
"Ankara, Türkiye",12/12/2022 23:00:00,9.9,9.9,9.9,,,0,,,0.4,350,,17.5,82.4,86.07,Overcast
"Ankara, Türkiye",12/13/2022 00:00:00,10.1,10.1,10.1,,,0,,,0.8,245,7.6,17.5,82.4,84.02,Overcast
"Ankara, Türkiye",12/13/2022 01:00:00,6.2,6.2,6.2,,,0,,,0.7,0,,10,88,95.77,Overcast
"Ankara, Türkiye",12/13/2022 02:00:00,10,10,10,,,0,,,1.1,214,,17.5,82.4,82.92,Overcast
"Ankara, Türkiye",12/13/2022 03:00:00,10.2,10.2,10.2,,,0,,,0.9,150,7.6,17.5,90,82.27,Overcast
"Ankara, Türkiye",12/13/2022 04:00:00,10,10,10,,,0,,,0.7,100,,17.5,90,82.14,Overcast
"Ankara, Türkiye",12/13/2022 05:00:00,9.3,9.3,9.3,,,0,,,1.7,192,,17.5,90,84.77,Overcast
"Ankara, Türkiye",12/13/2022 06:00:00,8.5,8.5,8.5,,,0,,,0.4,190,5.4,17.5,80,86.09,Overcast
"Ankara, Türkiye",12/13/2022 07:00:00,7.8,7.8,7.8,,,0,,,0.4,,,17.5,57.4,87.12,Partially cloudy
"Ankara, Türkiye",12/13/2022 08:00:00,7.9,7.9,7.9,,,0,,,0.9,330,,17.5,59.3,86.93,Partially cloudy
"Ankara, Türkiye",12/13/2022 09:00:00,8.2,8.2,8.2,,,0,,,1.2,120,5.4,9.9,82.4,87.53,Overcast
"Ankara, Türkiye",12/13/2022 10:00:00,9.3,9.3,9.3,,,0,,,0.6,160,,17.5,90,84.63,Overcast
"Ankara, Türkiye",12/13/2022 11:00:00,10.4,10.4,10.4,,,0,,,0.7,10,,13.3,90,77.91,Overcast
"Ankara, Türkiye",12/13/2022 12:00:00,11.1,11.1,11.1,,,0,,,0.8,93,5.4,13.7,90,71.62,Overcast
"Ankara, Türkiye",12/13/2022 13:00:00,12.2,12.2,12.2,,,0,,,1,100,,17.5,90,68.22,Overcast
"Ankara, Türkiye",12/13/2022 14:00:00,12.5,12.5,12.5,,,0,,,4.2,211,,13.8,90,67.77,Overcast
"Ankara, Türkiye",12/13/2022 15:00:00,12.8,12.8,12.8,,,0.1,,,4.8,205,14.8,13.8,90,66.01,"Rain, Overcast"
"Ankara, Türkiye",12/13/2022 16:00:00,13.2,13.2,13.2,,,0,,,4.2,185,,13.8,90,64.75,Overcast
"Ankara, Türkiye",12/13/2022 17:00:00,13.2,13.2,13.2,,,0,,,6.6,180,,16.8,90,63.77,Overcast
"Ankara, Türkiye",12/13/2022 18:00:00,13.1,13.1,13.1,,,0,,,2.1,144,11.2,17.5,90,64.55,Overcast
"Ankara, Türkiye",12/13/2022 19:00:00,12.1,12.1,12.1,,,0,,,6.6,166,,10,89.7,69.67,Overcast
"Ankara, Türkiye",12/13/2022 20:00:00,12.9,12.9,12.9,,,0,,,7.7,189,,19.5,89.8,63.65,Overcast
"Ankara, Türkiye",12/13/2022 21:00:00,10,10,10,,,0.2,,,3.9,199,20.5,13.6,90,91.53,"Rain, Overcast"
"Ankara, Türkiye",12/13/2022 22:00:00,9.4,9.4,9.4,,,0,,,2.2,160,,13.6,90,97.13,Overcast
