Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Ankara, Türkiye",09/12/2022 00:00:00,22.1,22.1,22.1,,,0,,,4.1,57,14.8,17.5,,50.22,Clear
"Ankara, Türkiye",09/12/2022 01:00:00,21.1,21.1,21.1,,,0,,,3.1,19,,17.5,,52.53,Clear
"Ankara, Türkiye",09/12/2022 02:00:00,20.1,20.1,20.1,,,0,,,3.4,49,,17.5,,54.55,Clear
"Ankara, Türkiye",09/12/2022 03:00:00,19.1,19.1,19.1,,,0,,,1.7,20,14.8,17.5,,57.76,Clear
"Ankara, Türkiye",09/12/2022 04:00:00,17.9,17.9,17.9,,,0,,,3.1,19,,17.5,,61.46,Clear
"Ankara, Türkiye",09/12/2022 05:00:00,17.1,17.1,17.1,,,0,,,6.1,40,,17.5,,64.46,Clear
"Ankara, Türkiye",09/12/2022 06:00:00,16.6,16.6,16.6,,,0,,,3.2,39,9.4,17.5,30,64.35,Partially cloudy
"Ankara, Türkiye",09/12/2022 07:00:00,16.5,16.5,16.5,,,0,,,3.4,40,,17.5,30,65.85,Partially cloudy
"Ankara, Türkiye",09/12/2022 08:00:00,19.3,19.3,19.3,,,0,,,4.5,62,,17.5,31.1,56.27,Partially cloudy
"Ankara, Türkiye",09/12/2022 09:00:00,21.9,21.9,21.9,,,0,,,3.5,58,9.4,17.5,59.3,50.85,Partially cloudy
"Ankara, Türkiye",09/12/2022 10:00:00,24.4,24.4,24.4,,,0,,,5,87,,17.5,48.3,43.94,Partially cloudy
"Ankara, Türkiye",09/12/2022 11:00:00,26.1,26.1,26.1,,,0,,,6,196,,17.5,46.9,39.58,Partially cloudy
"Ankara, Türkiye",09/12/2022 12:00:00,26.7,26.7,26.7,,26.5,0,,,9.7,254,14.8,17.5,50,35.77,Partially cloudy
"Ankara, Türkiye",09/12/2022 13:00:00,27.6,27.6,27.6,,27.2,0,,,12.4,257,,17.5,44.1,37.2,Partially cloudy
"Ankara, Türkiye",09/12/2022 14:00:00,27.6,27.6,27.6,,27.2,0,,,11.7,262,,17.5,44.1,37.09,Partially cloudy
"Ankara, Türkiye",09/12/2022 15:00:00,28.2,28.2,28.2,,27.5,0,,,16.7,260,29.5,17.5,46.5,33.51,Partially cloudy
"Ankara, Türkiye",09/12/2022 16:00:00,27.6,27.6,27.6,,27.2,0,,,14.5,261,,17.5,59.3,36.54,Partially cloudy
"Ankara, Türkiye",09/12/2022 17:00:00,26.3,26.3,26.3,,,0,,,14.5,258,,17.5,79.5,38.19,Overcast
"Ankara, Türkiye",09/12/2022 18:00:00,23.3,23.3,23.3,,,0,,,18.8,353,40.7,13.8,87.6,50.62,Overcast
"Ankara, Türkiye",09/12/2022 19:00:00,21.8,21.8,21.8,,,0,,,13.8,341,,13.8,87.8,51.77,Overcast
"Ankara, Türkiye",09/12/2022 20:00:00,20.2,20.2,20.2,,,0,,,13.9,342,,17.5,50,54.2,Partially cloudy
"Ankara, Türkiye",09/12/2022 21:00:00,18.2,18.2,18.2,,,0.16,,,8.3,1,40.7,17.5,42.5,57.09,"Rain, Partially cloudy"
"Ankara, Türkiye",09/12/2022 22:00:00,17.6,17.6,17.6,,,0,,,6.7,355,,17.5,34.9,58.27,Partially cloudy
"Ankara, Türkiye",09/12/2022 23:00:00,16.8,16.8,16.8,,,0,,,11.7,357,,17.5,45.1,59.62,Partially cloudy
"Ankara, Türkiye",09/13/2022 00:00:00,16.6,16.6,16.6,,,0,,,5.6,15,25.9,17.5,31.4,60.42,Partially cloudy
"Ankara, Türkiye",09/13/2022 01:00:00,15.6,15.6,15.6,,,0,,,5.4,5,,17.5,50,63.84,Partially cloudy
"Ankara, Türkiye",09/13/2022 02:00:00,15.2,15.2,15.2,,,0,,,4.8,18,,17.5,,64.99,Clear
"Ankara, Türkiye",09/13/2022 03:00:00,14.1,14.1,14.1,,,0,,,4.3,9,25.9,17.5,,69.36,Clear
"Ankara, Türkiye",09/13/2022 04:00:00,13.1,13.1,13.1,,,0,,,6.7,42,,17.5,,73.11,Clear
"Ankara, Türkiye",09/13/2022 05:00:00,12.6,12.6,12.6,,,0,,,5.3,21,,17.5,,74.64,Clear
"Ankara, Türkiye",09/13/2022 06:00:00,11.8,11.8,11.8,,,0,,,4.6,50,11.2,17.5,,77.32,Clear
"Ankara, Türkiye",09/13/2022 07:00:00,11.3,11.3,11.3,,,0,,,3.2,34,,17.5,,79.31,Clear
"Ankara, Türkiye",09/13/2022 08:00:00,14.9,14.9,14.9,,,0,,,7.3,14,,17.5,,64.34,Clear
"Ankara, Türkiye",09/13/2022 09:00:00,16.9,16.9,16.9,,,0,,,3.8,113,11.2,17.5,,55.85,Clear
"Ankara, Türkiye",09/13/2022 10:00:00,17.9,17.9,17.9,,,0,,,4.5,212,,17.5,30,52.05,Partially cloudy
"Ankara, Türkiye",09/13/2022 11:00:00,19.3,19.3,19.3,,,0,,,5.6,202,,17.5,29.5,46.59,Partially cloudy
"Ankara, Türkiye",09/13/2022 12:00:00,20.7,20.7,20.7,,,0,,,9.6,240,18.4,17.5,14.8,37.28,Clear
"Ankara, Türkiye",09/13/2022 13:00:00,21.7,21.7,21.7,,,0,,,10.2,254,,17.5,15.1,29.55,Clear
"Ankara, Türkiye",09/13/2022 14:00:00,22.5,22.5,22.5,,,0,,,9.9,256,,17.5,34.9,26.25,Partially cloudy
"Ankara, Türkiye",09/13/2022 15:00:00,23.2,23.2,23.2,,,0,,,10.2,251,24.1,17.5,34.9,26.49,Partially cloudy
"Ankara, Türkiye",09/13/2022 16:00:00,24,24,24,,,0,,,9.2,240,,17.5,34.9,21.96,Partially cloudy
"Ankara, Türkiye",09/13/2022 17:00:00,23.5,23.5,23.5,,,0,,,8.7,255,,17.5,34.9,23.82,Partially cloudy
"Ankara, Türkiye",09/13/2022 18:00:00,23.1,23.1,23.1,,,0,,,11.6,255,24.1,17.5,41.3,25.73,Partially cloudy
"Ankara, Türkiye",09/13/2022 19:00:00,21.6,21.6,21.6,,,0,,,14.1,304,,17.5,38.6,34.3,Partially cloudy
"Ankara, Türkiye",09/13/2022 20:00:00,19,19,19,,,0,,,13.4,330,,17.5,31.1,45.14,Partially cloudy
"Ankara, Türkiye",09/13/2022 21:00:00,17.2,17.2,17.2,,,0,,,12.1,13,24.1,17.5,48.6,49.9,Partially cloudy
"Ankara, Türkiye",09/13/2022 22:00:00,16.6,16.6,16.6,,,0,,,12.4,357,,17.5,50,51.2,Partially cloudy
"Ankara, Türkiye",09/13/2022 23:00:00,16,16,16,,,0,,,8,309,,17.5,40.5,52.53,Partially cloudy
"Ankara, Türkiye",09/14/2022 00:00:00,15.6,15.6,15.6,,,0,,,7.6,356,27.7,17.5,29.9,52.6,Partially cloudy
"Ankara, Türkiye",09/14/2022 01:00:00,14.9,14.9,14.9,,,0,,,6.4,353,,17.5,27.2,56.94,Partially cloudy
"Ankara, Türkiye",09/14/2022 02:00:00,14.1,14.1,14.1,,,0,,,7.4,31,,17.5,27.2,59.47,Partially cloudy
"Ankara, Türkiye",09/14/2022 03:00:00,13.3,13.3,13.3,,,0,,,6.5,349,27.7,17.5,27.2,63.3,Partially cloudy
"Ankara, Türkiye",09/14/2022 04:00:00,12.5,12.5,12.5,,,0,,,2.4,15,,17.5,,66.59,Clear
"Ankara, Türkiye",09/14/2022 05:00:00,11.1,11.1,11.1,,,0,,,7,20,,17.5,,69.84,Clear
"Ankara, Türkiye",09/14/2022 06:00:00,10.7,10.7,10.7,,,0,,,2.5,30,11.2,17.5,,71.97,Clear
"Ankara, Türkiye",09/14/2022 07:00:00,10.3,10.3,10.3,,,0,,,4.1,15,,17.5,,72.47,Clear
"Ankara, Türkiye",09/14/2022 08:00:00,13.5,13.5,13.5,,,0,,,4.4,24,,17.5,40,58.28,Partially cloudy
"Ankara, Türkiye",09/14/2022 09:00:00,15.5,15.5,15.5,,,0,,,3.9,61,11.2,17.5,60,50.85,Partially cloudy
"Ankara, Türkiye",09/14/2022 10:00:00,17,17,17,,,0,,,7.1,89,,17.5,50,40.56,Partially cloudy
"Ankara, Türkiye",09/14/2022 11:00:00,18.3,18.3,18.3,,,0,,,4.1,163,,17.5,,36.65,Clear
"Ankara, Türkiye",09/14/2022 12:00:00,19.2,19.2,19.2,,,0,,,8.3,270,,10,27.2,29.03,Partially cloudy
"Ankara, Türkiye",09/14/2022 13:00:00,21.3,21.3,21.3,,,0,,,4.4,150,,17.5,27.2,26.88,Partially cloudy
"Ankara, Türkiye",09/14/2022 14:00:00,22.1,22.1,22.1,,,0,,,7.5,160,,17.5,27.2,23.19,Partially cloudy
"Ankara, Türkiye",09/14/2022 15:00:00,22.5,22.5,22.5,,,0,,,5.6,141,16.6,17.5,,21.32,Clear
"Ankara, Türkiye",09/14/2022 16:00:00,22.7,22.7,22.7,,,0,,,9.2,268,,17.5,,21.91,Clear
"Ankara, Türkiye",09/14/2022 17:00:00,23,23,23,,,0,,,6.1,245,,17.5,,20.85,Clear
"Ankara, Türkiye",09/14/2022 18:00:00,23.1,23.1,23.1,,,0,,,4.8,207,16.6,17.5,,20.38,Clear
"Ankara, Türkiye",09/14/2022 19:00:00,21.6,21.6,21.6,,,0,,,4.6,226,,17.5,,22.62,Clear
"Ankara, Türkiye",09/14/2022 20:00:00,20.4,20.4,20.4,,,0,,,2.4,213,,17.5,,26.49,Clear
"Ankara, Türkiye",09/14/2022 21:00:00,18.7,18.7,18.7,,,0,,,3.5,224,16.6,17.5,,30.41,Clear
"Ankara, Türkiye",09/14/2022 22:00:00,17.8,17.8,17.8,,,0,,,2.1,172,,17.5,,31.85,Clear
"Ankara, Türkiye",09/14/2022 23:00:00,16.2,16.2,16.2,,,0,,,2.2,9,,17.5,,39.7,Clear
"Ankara, Türkiye",09/15/2022 00:00:00,14.5,14.5,14.5,,,0,,,1.9,38,5.4,17.5,,41,Clear
"Ankara, Türkiye",09/15/2022 01:00:00,13.6,13.6,13.6,,,0,,,6,50,,17.5,,43.46,Clear
"Ankara, Türkiye",09/15/2022 02:00:00,12.5,12.5,12.5,,,0,,,1.6,40,,17.5,,45.85,Clear
"Ankara, Türkiye",09/15/2022 03:00:00,11.9,11.9,11.9,,,0,,,1.5,45,9.4,17.5,,48.26,Clear
"Ankara, Türkiye",09/15/2022 04:00:00,11.3,11.3,11.3,,,0,,,3.4,11,,17.5,,51.15,Clear
"Ankara, Türkiye",09/15/2022 05:00:00,10.7,10.7,10.7,,,0,,,2.8,19,,17.5,,50.56,Clear
"Ankara, Türkiye",09/15/2022 06:00:00,10.3,10.3,10.3,,,0,,,3.4,29,11.2,17.5,,52.21,Clear
"Ankara, Türkiye",09/15/2022 07:00:00,9.9,9.9,9.9,,,0,,,2.9,18,,17.5,,55.53,Clear
"Ankara, Türkiye",09/15/2022 08:00:00,13.9,13.9,13.9,,,0,,,3.1,49,,17.5,,44.54,Clear
"Ankara, Türkiye",09/15/2022 09:00:00,17.1,17.1,17.1,,,0,,,3.3,66,11.2,17.5,,36.45,Clear
"Ankara, Türkiye",09/15/2022 10:00:00,20,20,20,,,0,,,3.8,90,,17.5,40,32.62,Partially cloudy
"Ankara, Türkiye",09/15/2022 11:00:00,21.3,21.3,21.3,,,0,,,6.4,234,,17.5,50,31.16,Partially cloudy
"Ankara, Türkiye",09/15/2022 12:00:00,23.1,23.1,23.1,,,0,,,7.9,239,16.6,17.5,50,26.14,Partially cloudy
"Ankara, Türkiye",09/15/2022 13:00:00,24.3,24.3,24.3,,,0,,,10.2,241,,17.5,,23.36,Clear
"Ankara, Türkiye",09/15/2022 14:00:00,25.8,25.8,25.8,,,0,,,9.3,213,,17.5,,18.3,Clear
"Ankara, Türkiye",09/15/2022 15:00:00,26.7,26.7,26.7,,25.8,0,,,10.6,250,20.5,17.5,,17.07,Clear
"Ankara, Türkiye",09/15/2022 16:00:00,27.7,27.7,27.7,,26.5,0,,,7.7,259,,17.5,,17.87,Clear
"Ankara, Türkiye",09/15/2022 17:00:00,28,28,28,,26.6,0,,,6.6,221,,17.5,,16.13,Clear
"Ankara, Türkiye",09/15/2022 18:00:00,27.7,27.7,27.7,,26.5,0,,,8.6,251,20.5,17.5,,16.55,Clear
"Ankara, Türkiye",09/15/2022 19:00:00,26.4,26.4,26.4,,,0,,,3.8,226,,17.5,,19.44,Clear
"Ankara, Türkiye",09/15/2022 20:00:00,23.4,23.4,23.4,,,0,,,2.2,228,,17.5,,26.14,Clear
"Ankara, Türkiye",09/15/2022 21:00:00,22.6,22.6,22.6,,,0,,,2.2,208,20.5,17.5,,28.17,Clear
"Ankara, Türkiye",09/15/2022 22:00:00,20.8,20.8,20.8,,,0,,,2.5,15,,17.5,0,33.27,Clear
"Ankara, Türkiye",09/15/2022 23:00:00,19.6,19.6,19.6,,,0,,,3.6,35,,17.5,,36.19,Clear
"Ankara, Türkiye",09/16/2022 00:00:00,18.4,18.4,18.4,,,0,,,3.2,20,3.6,17.5,,40.69,Clear
"Ankara, Türkiye",09/16/2022 01:00:00,17.5,17.5,17.5,,,0,,,3.1,20,,17.5,,40.79,Clear
"Ankara, Türkiye",09/16/2022 02:00:00,16.9,16.9,16.9,,,0,,,5.9,33,,17.5,,38.85,Clear
"Ankara, Türkiye",09/16/2022 03:00:00,16,16,16,,,0,,,4.3,20,11.2,17.5,,42.39,Clear
"Ankara, Türkiye",09/16/2022 04:00:00,15.5,15.5,15.5,,,0,,,6.4,13,,17.5,,42.37,Clear
"Ankara, Türkiye",09/16/2022 05:00:00,15.3,15.3,15.3,,,0,,,2.9,50,,17.5,,42.85,Clear
"Ankara, Türkiye",09/16/2022 06:00:00,14.4,14.4,14.4,,,0,,,1.4,30,11.2,17.5,,46.45,Clear
"Ankara, Türkiye",09/16/2022 07:00:00,14.1,14.1,14.1,,,0,,,4.4,34,,17.5,,47.26,Clear
"Ankara, Türkiye",09/16/2022 08:00:00,17.5,17.5,17.5,,,0,,,3.2,50,,17.5,,41.26,Clear
"Ankara, Türkiye",09/16/2022 09:00:00,21.1,21.1,21.1,,,0,,,4.3,33,11.2,17.5,,32.29,Clear
"Ankara, Türkiye",09/16/2022 10:00:00,24.1,24.1,24.1,,,0,,,4.6,90,,17.5,,27.4,Clear
"Ankara, Türkiye",09/16/2022 11:00:00,26.2,26.2,26.2,,,0,,,4,201,,17.5,,21.51,Clear
"Ankara, Türkiye",09/16/2022 12:00:00,28.1,28.1,28.1,,26.8,0,,,7.6,229,13,17.5,,19.98,Clear
"Ankara, Türkiye",09/16/2022 13:00:00,29.8,29.8,29.8,,28.1,0,,,9.9,260,,17.5,,18.88,Clear
"Ankara, Türkiye",09/16/2022 14:00:00,30.9,30.9,30.9,,28.9,0,,,8.6,248,,17.5,,18.72,Clear
"Ankara, Türkiye",09/16/2022 15:00:00,32.1,32.1,32.1,,29.9,0,,,7.7,250,22.3,17.5,,17.88,Clear
"Ankara, Türkiye",09/16/2022 16:00:00,32.7,32.7,32.7,,30.4,0,,,7.3,228,,17.5,,17.03,Clear
"Ankara, Türkiye",09/16/2022 17:00:00,32.1,32.1,32.1,,29.9,0,,,6.8,264,,17.5,,17.12,Clear
"Ankara, Türkiye",09/16/2022 18:00:00,31.9,31.9,31.9,,29.7,0,,,8.9,277,16.6,17.5,,16.36,Clear
"Ankara, Türkiye",09/16/2022 19:00:00,29.7,29.7,29.7,,28.1,0,,,2.9,266,,17.5,,21.11,Clear
"Ankara, Türkiye",09/16/2022 20:00:00,26.5,26.5,26.5,,,0,,,1.9,238,,17.5,,26.41,Clear
"Ankara, Türkiye",09/16/2022 21:00:00,24.5,24.5,24.5,,,0,,,3.6,14,16.6,17.5,,31.82,Clear
"Ankara, Türkiye",09/16/2022 22:00:00,23.2,23.2,23.2,,,0,,,4.5,28,,17.5,,34.29,Clear
"Ankara, Türkiye",09/16/2022 23:00:00,21.7,21.7,21.7,,,0,,,4.8,20,,17.5,,35.62,Clear
"Ankara, Türkiye",09/17/2022 00:00:00,20.9,20.9,20.9,,,0,,,4.8,34,9.4,17.5,,35.88,Clear
"Ankara, Türkiye",09/17/2022 01:00:00,20.3,20.3,20.3,,,0,,,4.1,10,,17.5,,37.78,Clear
"Ankara, Türkiye",09/17/2022 02:00:00,18.8,18.8,18.8,,,0,,,4.4,19,,17.5,,42.19,Clear
"Ankara, Türkiye",09/17/2022 03:00:00,18.5,18.5,18.5,,,0,,,6.1,12,9.4,17.5,,41.69,Clear
"Ankara, Türkiye",09/17/2022 04:00:00,17.5,17.5,17.5,,,0,,,4.4,43,,17.5,,43.05,Clear
"Ankara, Türkiye",09/17/2022 05:00:00,16.6,16.6,16.6,,,0,,,6,10,,17.5,,46.1,Clear
"Ankara, Türkiye",09/17/2022 06:00:00,16.5,16.5,16.5,,,0,,,4.4,15,13,17.5,,47.48,Clear
"Ankara, Türkiye",09/17/2022 07:00:00,16.2,16.2,16.2,,,0,,,6.2,29,,17.5,,47.41,Clear
"Ankara, Türkiye",09/17/2022 08:00:00,19.5,19.5,19.5,,,0,,,7.6,38,,17.5,,40.62,Clear
"Ankara, Türkiye",09/17/2022 09:00:00,22.9,22.9,22.9,,,0,,,6.8,63,16.6,17.5,,33.65,Clear
"Ankara, Türkiye",09/17/2022 10:00:00,25.8,25.8,25.8,,,0,,,3.5,80,,17.5,,28.89,Clear
"Ankara, Türkiye",09/17/2022 11:00:00,28.7,28.7,28.7,,27.4,0,,,3.4,110,,17.5,,24.03,Clear
"Ankara, Türkiye",09/17/2022 12:00:00,31,31,31,,29,0,,,6.2,281,11.2,17.5,,19.53,Clear
"Ankara, Türkiye",09/17/2022 13:00:00,33,33,33,,30.8,0,,,14.2,181,,17.5,,15.89,Clear
"Ankara, Türkiye",09/17/2022 14:00:00,33,33,33,,30.7,0,,,10.1,263,,17.5,,17.08,Clear
"Ankara, Türkiye",09/17/2022 15:00:00,34.1,34.1,34.1,,31.7,0,,,8.5,276,25.9,17.5,30,15.16,Partially cloudy
"Ankara, Türkiye",09/17/2022 16:00:00,34.1,34.1,34.1,,31.7,0,,,11.6,247,,17.5,30,14.15,Partially cloudy
"Ankara, Türkiye",09/17/2022 17:00:00,33.8,33.8,33.8,,31.4,0,,,10.6,238,,17.5,30,13.09,Partially cloudy
"Ankara, Türkiye",09/17/2022 18:00:00,33.4,33.4,33.4,,31,0,,,7,253,22.3,17.5,,13.31,Clear
"Ankara, Türkiye",09/17/2022 19:00:00,30.8,30.8,30.8,,28.8,0,,,4.8,259,,17.5,,16.5,Clear
"Ankara, Türkiye",09/17/2022 20:00:00,27.3,27.3,27.3,,26.4,0,,,2.1,10,,17.5,,23.22,Clear
"Ankara, Türkiye",09/17/2022 21:00:00,25.2,25.2,25.2,,,0,,,3.2,14,22.3,17.5,,27.49,Clear
"Ankara, Türkiye",09/17/2022 22:00:00,23.7,23.7,23.7,,,0,,,5.6,37,,17.5,,30.27,Clear
"Ankara, Türkiye",09/17/2022 23:00:00,22.4,22.4,22.4,,,0,,,3.2,19,,17.5,,31.69,Clear
"Ankara, Türkiye",09/18/2022 00:00:00,21.2,21.2,21.2,,,0,,,4.5,23,7.6,17.5,,34.38,Clear
"Ankara, Türkiye",09/18/2022 01:00:00,20.8,20.8,20.8,,,0,,,4.5,24,,17.9,,33.28,Clear
"Ankara, Türkiye",09/18/2022 02:00:00,20.1,20.1,20.1,,,0,,,6.5,28,,17.5,,34.28,Clear
"Ankara, Türkiye",09/18/2022 03:00:00,18.8,18.8,18.8,,,0,,,3.1,20,13,17.5,,37.04,Clear
"Ankara, Türkiye",09/18/2022 04:00:00,18.1,18.1,18.1,,,0,,,4.5,26,,17.5,,38.91,Clear
"Ankara, Türkiye",09/18/2022 05:00:00,17.1,17.1,17.1,,,0,,,3.4,351,,17.5,,42.51,Clear
"Ankara, Türkiye",09/18/2022 06:00:00,16.2,16.2,16.2,,,0,,,4.5,19,9.4,17.5,,44.29,Clear
"Ankara, Türkiye",09/18/2022 07:00:00,15.5,15.5,15.5,,,0,,,4.2,19,,17.5,,47.89,Clear
"Ankara, Türkiye",09/18/2022 08:00:00,20.2,20.2,20.2,,,0,,,4.2,39,,17.5,,36.1,Clear
"Ankara, Türkiye",09/18/2022 09:00:00,22.5,22.5,22.5,,,0,,,4.6,38,9.4,17.5,,31.94,Clear
"Ankara, Türkiye",09/18/2022 10:00:00,26.4,26.4,26.4,,,0,,,3.4,52,,17.5,,24.89,Clear
"Ankara, Türkiye",09/18/2022 11:00:00,28.3,28.3,28.3,,27,0,,,5.7,256,,17.5,,23.34,Clear
"Ankara, Türkiye",09/18/2022 12:00:00,29.9,29.9,29.9,,28.2,0,,,7.9,252,13,17.5,,19.99,Clear
"Ankara, Türkiye",09/18/2022 13:00:00,31.5,31.5,31.5,,29.5,0,,,13.3,251,,17.5,27.2,18.48,Partially cloudy
"Ankara, Türkiye",09/18/2022 14:00:00,32.5,32.5,32.5,,30.3,0,,,10.2,240,,19.5,27.2,16.83,Partially cloudy
"Ankara, Türkiye",09/18/2022 15:00:00,33,33,33,,30.7,0,,,15.7,254,35.3,17.5,28.9,16.03,Partially cloudy
"Ankara, Türkiye",09/18/2022 16:00:00,33.3,33.3,33.3,,30.9,0,,,15,231,,17.5,28.9,14.22,Partially cloudy
"Ankara, Türkiye",09/18/2022 17:00:00,33.1,33.1,33.1,,30.7,0,,,13.5,220,,17.5,28.9,13.9,Partially cloudy
"Ankara, Türkiye",09/18/2022 18:00:00,32.3,32.3,32.3,,30,0,,,10.9,207,27.7,17.5,28.9,13.17,Partially cloudy
"Ankara, Türkiye",09/18/2022 19:00:00,31,31,31,,29,0,,,8.2,220,,17.5,30,14.76,Partially cloudy
"Ankara, Türkiye",09/18/2022 20:00:00,28.8,28.8,28.8,,27.2,0,,,5.8,210,,17.5,,15.39,Clear
"Ankara, Türkiye",09/18/2022 21:00:00,27,27,27,,26.2,0,,,5.3,284,27.7,17.5,,23.62,Clear
"Ankara, Türkiye",09/18/2022 22:00:00,24.9,24.9,24.9,,,0,,,5.2,254,,17.5,,34.93,Clear
"Ankara, Türkiye",09/18/2022 23:00:00,23.9,23.9,23.9,,,0,,,6.3,255,,17.5,,38.79,Clear
"Ankara, Türkiye",09/19/2022 00:00:00,22.4,22.4,22.4,,,0,,,8.7,300,16.6,17.5,,49.01,Clear
"Ankara, Türkiye",09/19/2022 01:00:00,21.4,21.4,21.4,,,0,,,7.9,339,,17.5,,55.21,Clear
"Ankara, Türkiye",09/19/2022 02:00:00,20.4,20.4,20.4,,,0,,,5.2,312,,17.5,,59.91,Clear
"Ankara, Türkiye",09/19/2022 03:00:00,19.7,19.7,19.7,,,0,,,6.6,315,16.6,17.5,,62.78,Clear
"Ankara, Türkiye",09/19/2022 04:00:00,19.4,19.4,19.4,,,0,,,3.6,308,,17.5,,64.73,Clear
"Ankara, Türkiye",09/19/2022 05:00:00,18.8,18.8,18.8,,,0,,,5.4,313,,17.5,30,67.62,Partially cloudy
"Ankara, Türkiye",09/19/2022 06:00:00,18.5,18.5,18.5,,,0,,,6.4,329,16.6,17.5,35.9,66.46,Partially cloudy
"Ankara, Türkiye",09/19/2022 07:00:00,18.1,18.1,18.1,,,0,,,6.5,5,,17.5,32,62.86,Partially cloudy
"Ankara, Türkiye",09/19/2022 08:00:00,19.4,19.4,19.4,,,0,,,12.1,33,,17.5,30.8,62.84,Partially cloudy
"Ankara, Türkiye",09/19/2022 09:00:00,19.8,19.8,19.8,,,0,,,13.5,24,24.1,17.5,32,58.84,Partially cloudy
"Ankara, Türkiye",09/19/2022 10:00:00,21.7,21.7,21.7,,,0,,,5.3,353,,17.5,32,53.67,Partially cloudy
"Ankara, Türkiye",09/19/2022 11:00:00,23.4,23.4,23.4,,,0,,,5.6,38,,17.5,32,45.78,Partially cloudy
"Ankara, Türkiye",09/19/2022 12:00:00,24.9,24.9,24.9,,,0,,,5.4,106,22.3,17.5,54.6,38.63,Partially cloudy
"Ankara, Türkiye",09/19/2022 13:00:00,24.7,24.7,24.7,,,0,,,8.9,226,,17.5,47.4,38.43,Partially cloudy
"Ankara, Türkiye",09/19/2022 14:00:00,25.5,25.5,25.5,,,0,,,8.4,264,,17.5,47.4,35.9,Partially cloudy
"Ankara, Türkiye",09/19/2022 15:00:00,26,26,26,,,0,,,10.5,298,22.3,17.5,42.5,34.48,Partially cloudy
"Ankara, Türkiye",09/19/2022 16:00:00,26,26,26,,,0,,,11.4,231,,17.5,42.5,34.34,Partially cloudy
"Ankara, Türkiye",09/19/2022 17:00:00,25.3,25.3,25.3,,,0,,,11.5,243,,18,42,36.64,Partially cloudy
"Ankara, Türkiye",09/19/2022 18:00:00,25,25,25,,,0,,,12.3,242,24.1,17.5,29.9,36.05,Partially cloudy
"Ankara, Türkiye",09/19/2022 19:00:00,24,24,24,,,0,,,8,253,,17.5,29.5,35.88,Partially cloudy
"Ankara, Türkiye",09/19/2022 20:00:00,23.2,23.2,23.2,,,0,,,3.9,253,,17.5,30,37.09,Partially cloudy
"Ankara, Türkiye",09/19/2022 21:00:00,21.9,21.9,21.9,,,0,,,2.1,293,24.1,17.5,,38.38,Clear
"Ankara, Türkiye",09/19/2022 22:00:00,20,20,20,,,0,,,2.1,35,,17.5,,44.68,Clear
"Ankara, Türkiye",09/19/2022 23:00:00,18.4,18.4,18.4,,,0,,,4.7,22,,17.5,,47.37,Clear
"Ankara, Türkiye",09/20/2022 00:00:00,17.7,17.7,17.7,,,0,,,3.3,22,11.2,17.5,,48.95,Clear
"Ankara, Türkiye",09/20/2022 01:00:00,16.7,16.7,16.7,,,0,,,4.9,48,,17.5,,49.92,Clear
"Ankara, Türkiye",09/20/2022 02:00:00,16.1,16.1,16.1,,,0,,,3.4,45,,17.5,,53.69,Clear
"Ankara, Türkiye",09/20/2022 03:00:00,15.5,15.5,15.5,,,0,,,4.4,20,16.6,17.5,,60.68,Clear
"Ankara, Türkiye",09/20/2022 04:00:00,15,15,15,,,0,,,4.4,39,,17.5,,64.34,Clear
"Ankara, Türkiye",09/20/2022 05:00:00,14.6,14.6,14.6,,,0,,,3.2,30,,17.5,,68.2,Clear
"Ankara, Türkiye",09/20/2022 06:00:00,14.3,14.3,14.3,,,0,,,4.6,35,11.2,17.5,,70.23,Clear
"Ankara, Türkiye",09/20/2022 07:00:00,14,14,14,,,0,,,3.1,18,,17.5,31.5,72.67,Partially cloudy
"Ankara, Türkiye",09/20/2022 08:00:00,16.3,16.3,16.3,,,0,,,1.5,39,,17.5,32.4,67.35,Partially cloudy
"Ankara, Türkiye",09/20/2022 09:00:00,18.2,18.2,18.2,,,0,,,5,79,11.2,17.5,42.5,62.82,Partially cloudy
"Ankara, Türkiye",09/20/2022 10:00:00,20,20,20,,,0,,,3.4,83,,17.5,39.4,56.09,Partially cloudy
"Ankara, Türkiye",09/20/2022 11:00:00,20.7,20.7,20.7,,,0,,,6.3,267,,17.5,40.1,49.59,Partially cloudy
"Ankara, Türkiye",09/20/2022 12:00:00,22.9,22.9,22.9,,,0,,,6.2,220,14.8,17.5,57.6,41.79,Partially cloudy
"Ankara, Türkiye",09/20/2022 13:00:00,24.1,24.1,24.1,,,0,,,8,249,,17.5,50,35.26,Partially cloudy
"Ankara, Türkiye",09/20/2022 14:00:00,24.3,24.3,24.3,,,0,,,8.2,243,,17.5,48.8,35.02,Partially cloudy
"Ankara, Türkiye",09/20/2022 15:00:00,25.5,25.5,25.5,,,0,,,10.6,212,22.3,17.5,48.5,31.86,Partially cloudy
"Ankara, Türkiye",09/20/2022 16:00:00,25.2,25.2,25.2,,,0,,,10.7,245,,17.5,38.4,33.12,Partially cloudy
